Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,12.1,10.5,13.9,10.5 - 13.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.1,10.6,11.6,10.6 - 11.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11,9.5,12.6,9.5 - 12.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.8,8.5,13.4,8.5 - 13.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,17,14.5,19.7,14.5 - 19.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.1,7.2,11.2,7.2 - 11.2,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.7,7.8,9.7,7.8 - 9.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,14.6,13.8,15.4,13.8 - 15.4,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.6,11,12.3,11.0 - 12.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.8,8.6,13.3,8.6 - 13.3,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.5,8.1,13.4,8.1 - 13.4,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.2,9.1,13.6,9.1 - 13.6,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.6,7.5,14.3,7.5 - 14.3,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.9,10.2,13.8,10.2 - 13.8,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,14.1,11.6,17,11.6 - 17.0,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.4,7.8,13.6,7.8 - 13.6,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.1,6.6,12.2,6.6 - 12.2,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,14.3,9.7,19.9,9.7 - 19.9,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.2,7.4,13.6,7.4 - 13.6,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.5,9,14.4,9.0 - 14.4,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,7.7,4.6,12,4.6 - 12.0,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,15.1,11.4,19.5,11.4 - 19.5,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.3,9.4,13.5,9.4 - 13.5,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.4,8.4,12.6,8.4 - 12.6,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.4,6.7,10.4,6.7 - 10.4,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.7,8.5,13.1,8.5 - 13.1,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.6,8.6,15.2,8.6 - 15.2,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.9,6.5,12,6.5 - 12.0,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.9,5.8,12.8,5.8 - 12.8,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.3,7.5,11.5,7.5 - 11.5,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.3,7.8,11,7.8 - 11.0,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,12.2,9.4,15.5,9.4 - 15.5,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.5,9.1,14.3,9.1 - 14.3,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.8,6.9,13.5,6.9 - 13.5,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,12.6,9.6,16.1,9.6 - 16.1,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.4,6.3,13.2,6.3 - 13.2,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.6,8.5,15.4,8.5 - 15.4,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,13.8,10.3,18.1,10.3 - 18.1,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.1,5.9,10.8,5.9 - 10.8,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.6,9.2,14.4,9.2 - 14.4,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,12.3,9.5,15.7,9.5 - 15.7,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.9,7.5,12.9,7.5 - 12.9,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.3,7.3,13.9,7.3 - 13.9,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,9.6,6.3,13.9,6.3 - 13.9,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10,7.4,13.1,7.4 - 13.1,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,13,10,16.7,10.0 - 16.7,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,16.7,14.2,19.4,14.2 - 19.4,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.5,6.7,10.6,6.7 - 10.6,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,8.9,5.7,13.1,5.7 - 13.1,7.0-9.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,14.5,10.6,19.1,10.6 - 19.1,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,13.2,8.7,19,8.7 - 19.0,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,12.8,9.8,16.4,9.8 - 16.4,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,13.2,11.2,15.4,11.2 - 15.4,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,14.6,12,17.5,12.0 - 17.5,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.2,7.9,15.2,7.9 - 15.2,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,12.2,9.7,15,9.7 - 15.0,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,15.6,13,18.5,13.0 - 18.5,12.7-16.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,10.3,6.2,15.9,6.2 - 15.9,9.7-11.2,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,11.9,9,15.4,9.0 - 15.4,11.3-12.6,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Jan 6 � Mar 15),24,Feb 3 - Feb 15,02/03/2021 12:00:00 AM,02/15/2021 12:00:00 AM,7,4.2,11,4.2 - 11.0,7.0-9.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.1,20.5,21.8,20.5 - 21.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.3,18.1,22.5,18.1 - 22.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.3,20.6,24.1,20.6 - 24.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.3,22,24.5,22.0 - 24.5,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.3,20.7,23.9,20.7 - 23.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,19.9,18.8,21.1,18.8 - 21.1,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.2,16.7,19.8,16.7 - 19.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,15.6,10.8,21.6,10.8 - 21.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,16.1,15.2,17,15.2 - 17.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.7,24.9,26.7,24.9 - 26.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.5,11.9,13.2,11.9 - 13.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,34.9,33.5,36.4,33.5 - 36.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,15.3,13.9,16.9,13.9 - 16.9,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.2,23.3,25,23.3 - 25.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,15.5,13.6,17.6,13.6 - 17.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,9,7.6,10.6,7.6 - 10.6,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.3,21.9,29,21.9 - 29.0,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,17.1,14.2,20.4,14.2 - 20.4,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.3,18.9,21.7,18.9 - 21.7,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.2,22.1,24.2,22.1 - 24.2,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.9,20.1,21.8,20.1 - 21.8,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.9,18.3,28.2,18.3 - 28.2,22.7-24.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,17.3,14.8,20.1,14.8 - 20.1,12.2-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,19.2,16.7,21.9,16.7 - 21.9,12.2-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,26.9,22.5,31.6,22.5 - 31.6,24.8-27.9,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.6,16.6,20.8,16.6 - 20.8,12.2-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.3,18.5,24.4,18.5 - 24.4,19.8-22.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.7,21.1,28.6,21.1 - 28.6,22.7-24.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.6,20.3,31.5,20.3 - 31.5,24.8-27.9,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.5,14.7,22.8,14.7 - 22.8,12.2-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,17,14.5,19.7,14.5 - 19.7,12.2-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.5,20.4,28.9,20.4 - 28.9,22.7-24.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.2,9,16.1,9.0 - 16.1,12.2-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.6,20,27.4,20.0 - 27.4,22.7-24.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.4,17.7,23.4,17.7 - 23.4,19.8-22.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.8,21.5,30.6,21.5 - 30.6,24.8-27.9,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.7,20.8,28.9,20.8 - 28.9,22.7-24.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.9,22.1,30,22.1 - 30.0,24.8-27.9,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,27,22.2,32.2,22.2 - 32.2,24.8-27.9,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 � Mar 15),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.8,18.1,28.1,18.1 - 28.1,22.7-24.7,
