Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed Medical Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.0,29.3,32.8,29.3 - 32.8,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.4,36.3,38.5,36.3 - 38.5,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.2,35.2,37.1,35.2 - 37.1,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.3,32.7,44.2,32.7 - 44.2,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,41.9,38.2,45.7,38.2 - 45.7,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.7,34.6,43.0,34.6 - 43.0,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.1,31.0,39.3,31.0 - 39.3,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,40.5,38.0,43.1,38.0 - 43.1,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,34.5,30.9,38.3,30.9 - 38.3,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.7,33.7,43.9,33.7 - 43.9,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.0,30.9,43.4,30.9 - 43.4,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.9,31.2,45.0,31.2 - 45.0,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.5,25.8,33.5,25.8 - 33.5,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,27.0,22.9,31.4,22.9 - 31.4,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,27.0,22.6,31.8,22.6 - 31.8,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.3,30.6,40.3,30.6 - 40.3,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.0,32.2,39.9,32.2 - 39.9,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,32.1,28.3,36.2,28.3 - 36.2,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.5,29.1,38.2,29.1 - 38.2,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,32.7,27.9,37.7,27.9 - 37.7,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.5,28.2,39.1,28.2 - 39.1,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,38.3,32.7,44.2,32.7 - 44.2,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.0,29.2,43.3,29.2 - 43.3,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.2,33.7,40.7,33.7 - 40.7,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.8,31.8,41.9,31.8 - 41.9,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,32.9,29.2,36.7,29.2 - 36.7,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,34.5,31.2,38.0,31.2 - 38.0,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.9,25.6,36.6,25.6 - 36.6,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.9,27.9,36.2,27.9 - 36.2,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.2,30.1,40.6,30.1 - 40.6,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.2,22.4,30.4,22.4 - 30.4,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.1,28.9,37.5,28.9 - 37.5,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.2,25.4,33.2,25.4 - 33.2,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.0,34.5,43.6,34.5 - 43.6,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,45.4,40.7,50.3,40.7 - 50.3,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.2,28.7,38.0,28.7 - 38.0,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.9,28.9,39.2,28.9 - 39.2,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.5,21.9,31.5,21.9 - 31.5,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.0,31.5,40.6,31.5 - 40.6,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.0,31.3,40.9,31.3 - 40.9,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.9,36.4,43.4,36.4 - 43.4,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.5,29.0,38.1,29.0 - 38.1,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,34.7,29.3,40.5,29.3 - 40.5,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.5,24.0,33.3,24.0 - 33.3,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.6,25.7,37.9,25.7 - 37.9,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.3,31.0,39.8,31.0 - 39.8,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.7,33.8,39.7,33.8 - 39.7,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,32.9,29.4,36.5,29.4 - 36.5,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,36.1,29.9,42.7,29.9 - 42.7,34.8-37.2
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,34.5,31.2,38.0,31.2 - 38.0,32.2-34.7
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,37.6,34.3,40.9,34.3 - 40.9,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.0,33.3,44.9,33.3 - 44.9,37.3-45.4
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.8,26.8,35.1,26.8 - 35.1,26.2-32.1
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.3,25.5,37.7,25.5 - 37.7,26.2-32.1
"Did Not Get Needed Care, Last 4 Weeks",National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.6,26.0,27.3,26.0 - 27.3,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.6,23.5,27.6,23.5 - 27.6,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.4,26.9,29.9,26.9 - 29.9,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.3,29.5,33.1,29.5 - 33.1,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.4,28.0,30.8,28.0 - 30.8,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.1,22.7,25.6,22.7 - 25.6,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,18.9,17.3,20.7,17.3 - 20.7,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,21.4,16.8,26.6,16.8 - 26.6,
"Did Not Get Needed Care, Last 4 Weeks",By Sex,United States,Male,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.6,23.7,25.6,23.7 - 25.6,
"Did Not Get Needed Care, Last 4 Weeks",By Sex,United States,Female,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.5,27.6,29.3,27.6 - 29.3,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.4,27.4,31.5,27.4 - 31.5,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.9,24.2,25.6,24.2 - 25.6,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.9,28.1,33.9,28.1 - 33.9,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,22.1,19.7,24.6,19.7 - 24.6,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,39.3,35.4,43.2,35.4 - 43.2,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.0,28.8,37.5,28.8 - 37.5,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.3,23.8,26.9,23.8 - 26.9,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.1,27.8,30.3,27.8 - 30.3,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.2,23.5,25.0,23.5 - 25.0,
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.0,21.7,30.6,21.7 - 30.6,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,31.8,27.9,35.8,27.9 - 35.8,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.2,24.1,32.6,24.1 - 32.6,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.6,25.5,36.1,25.5 - 36.1,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,33.4,30.8,36.0,30.8 - 36.0,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,27.6,24.6,30.8,24.6 - 30.8,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,27.0,22.2,32.2,22.2 - 32.2,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.7,19.7,30.2,19.7 - 30.2,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.2,19.7,31.5,19.7 - 31.5,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.4,22.0,29.0,22.0 - 29.0,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,20.6,17.3,24.3,17.3 - 24.3,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,23.0,18.0,28.6,18.0 - 28.6,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.7,20.8,28.9,20.8 - 28.9,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.0,21.6,28.7,21.6 - 28.7,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,21.8,18.6,25.3,18.6 - 25.3,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,29.3,24.1,34.9,24.1 - 34.9,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.1,20.6,29.9,20.6 - 29.9,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.6,20.4,29.1,20.4 - 29.1,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.3,24.6,36.4,24.6 - 36.4,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.5,21.3,32.3,21.3 - 32.3,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,28.4,25.1,31.8,25.1 - 31.8,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.7,20.7,31.3,20.7 - 31.3,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.4,21.8,29.3,21.8 - 29.3,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.2,21.5,27.0,21.5 - 27.0,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,30.7,25.2,36.7,25.2 - 36.7,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,22.7,19.0,26.6,19.0 - 26.6,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.2,19.1,30.0,19.1 - 30.0,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,19.5,15.8,23.7,15.8 - 23.7,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.3,21.4,29.6,21.4 - 29.6,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,17.7,14.6,21.1,14.6 - 21.1,17.7-24.2
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,26.6,23.2,30.2,23.2 - 30.2,25.8-28.2
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,35.5,30.5,40.7,30.5 - 40.7,28.3-35.5
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,25.3,21.7,29.2,21.7 - 29.2,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,24.3,20.5,28.3,20.5 - 28.3,24.3-25.7
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 � Dec 21),21,Dec 9 - Dec 21,12/09/2020 12:00:00 AM,12/21/2020 12:00:00 AM,18.9,14.3,24.3,14.3 - 24.3,17.7-24.2
